observed	prediction	iterations
Control	0.81	21
Control	0.652	21
Control	0.86	21
Control	0.876	21
Control	0.854	21
Control	0.676	21
Case	0.712	21
Case	0.714	21
Case	0.824	21
Control	0.698	21
Control	0.872	21
Control	0.836	21
Control	0.82	21
Control	0.782	21
Control	0.92	21
Control	0.782	21
Control	0.698	21
Case	0.544	21
Control	0.594	21
Case	0.898	21
Control	0.824	21
Control	0.838	21
Control	0.716	21
Control	0.696	21
Control	0.79	21
Control	0.708	21
Control	0.438	21
Control	0.746	21
Control	0.7	21
Case	0.718	21
Control	0.748	21
Case	0.752	21
Control	0.846	21
Control	0.742	21
Control	0.82	21
Control	0.674	21
Case	0.552	21
Case	0.456	21
Control	0.82	21
Control	0.624	21
Case	0.628	21
Case	0.504	21
Control	0.66	21
Control	0.742	21
Control	0.664	21
Control	0.662	21
Control	0.88	21
Case	0.59	21
Control	0.796	21
Case	0.77	21
Control	0.822	21
Case	0.476	21
Control	0.804	21
Control	0.796	21
Case	0.884	21
Case	0.664	21
Control	0.874	21
Control	0.756	21
Control	0.85	21
Control	0.79	21
Control	0.884	21
Case	0.562	21
Case	0.574	21
Control	0.844	21
Control	0.726	21
Control	0.792	21
Control	0.816	21
Case	0.598	21
Control	0.778	21
Control	0.816	21
Case	0.742	21
Control	0.786	21
Case	0.852	21
Control	0.762	21
Control	0.752	21
Control	0.746	21
Control	0.738	22
Control	0.632	22
Control	0.62	22
Control	0.8	22
Case	0.834	22
Control	0.838	22
Case	0.718	22
Case	0.79	22
Control	0.716	22
Control	0.702	22
Control	0.688	22
Control	0.824	22
Case	0.438	22
Control	0.646	22
Control	0.778	22
Control	0.9	22
Case	0.552	22
Control	0.852	22
Control	0.816	22
Control	0.52	22
Case	0.524	22
Control	0.84	22
Control	0.684	22
Control	0.758	22
Control	0.772	22
Control	0.858	22
Control	0.784	22
Control	0.672	22
Control	0.78	22
Case	0.706	22
Control	0.746	22
Control	0.832	22
Control	0.788	22
Control	0.626	22
Case	0.908	22
Control	0.758	22
Control	0.816	22
Control	0.85	22
Control	0.738	22
Control	0.746	22
Control	0.654	22
Control	0.712	22
Control	0.89	22
Control	0.758	22
Control	0.76	22
Control	0.814	22
Case	0.634	22
Control	0.814	22
Control	0.774	22
Control	0.854	22
Control	0.828	22
Case	0.63	22
Case	0.622	22
Case	0.622	22
Control	0.698	22
Case	0.374	22
Case	0.494	22
Control	0.63	22
Case	0.532	22
Case	0.6	22
Control	0.856	22
Control	0.566	22
Case	0.424	22
Control	0.85	22
Case	0.606	22
Control	0.792	22
Case	0.574	22
Case	0.796	22
Control	0.746	22
Control	0.792	22
Case	0.438	22
Control	0.808	22
Control	0.784	22
Case	0.634	22
Control	0.87	22
Control	0.848	22
Control	0.768	22
Control	0.824	22
Control	0.878	22
Case	0.66	22
Control	0.834	22
Control	0.792	22
Control	0.812	22
Case	0.512	22
Control	0.82	22
Case	0.398	22
Control	0.712	22
Case	0.458	22
Control	0.738	22
Control	0.358	22
Control	0.8	22
Case	0.52	22
Control	0.522	22
Case	0.76	22
Case	0.648	22
Control	0.738	22
Control	0.816	22
Control	0.8	22
Case	0.73	22
Control	0.578	22
Case	0.64	22
Control	0.646	22
Control	0.63	22
Control	0.81	22
Case	0.402	22
Control	0.736	22
Control	0.668	22
Control	0.796	22
Control	0.628	22
Control	0.9	22
Control	0.82	22
Control	0.71	22
Control	0.628	22
Case	0.57	22
Control	0.738	22
Case	0.55	22
Control	0.784	22
Control	0.652	22
Control	0.83	22
Case	0.63	22
Control	0.81	22
Control	0.772	22
Control	0.762	22
Control	0.684	22
Case	0.776	22
Control	0.758	22
Control	0.802	22
Control	0.842	22
Control	0.712	22
Control	0.788	22
Case	0.552	22
Case	0.472	22
Control	0.774	22
Control	0.792	22
Control	0.628	22
Case	0.812	22
Control	0.888	22
Control	0.756	22
Control	0.876	22
Control	0.774	22
Control	0.822	22
Case	0.768	22
Control	0.748	22
Case	0.66	22
Control	0.81	22
Control	0.916	22
Control	0.746	22
Control	0.702	22
Control	0.68	22
Control	0.866	23
Case	0.748	23
Case	0.718	23
Case	0.726	23
Control	0.646	23
Case	0.762	23
Control	0.87	23
Control	0.732	23
Control	0.868	23
Control	0.672	23
Control	0.908	23
Control	0.83	23
Case	0.586	23
Case	0.736	23
Control	0.88	23
Control	0.85	23
Control	0.774	23
Control	0.814	23
Control	0.764	23
Case	0.49	23
Control	0.506	23
Case	0.574	23
Control	0.758	23
Control	0.8	23
Control	0.822	23
Control	0.768	23
Case	0.564	23
Control	0.874	23
Control	0.786	23
Control	0.886	23
Control	0.814	23
Control	0.886	23
Case	0.552	23
Control	0.598	23
Control	0.828	23
Case	0.48	23
Control	0.874	23
Control	0.784	23
Control	0.724	23
Control	0.848	23
Control	0.796	23
Control	0.86	23
Control	0.838	23
Control	0.774	23
Control	0.806	23
Case	0.78	23
Control	0.848	23
Control	0.712	23
Control	0.834	23
Case	0.506	23
Control	0.848	23
Control	0.746	23
Control	0.622	23
Control	0.868	23
Control	0.88	23
Control	0.828	23
Control	0.858	23
Control	0.794	23
Case	0.624	23
Control	0.668	23
Control	0.778	23
Case	0.658	23
Control	0.724	23
Control	0.842	23
Control	0.762	23
Case	0.716	23
Control	0.824	23
Control	0.866	23
Case	0.792	23
Case	0.848	23
Control	0.832	23
Control	0.668	23
Control	0.808	23
Case	0.856	23
Case	0.656	23
Control	0.782	23
Case	0.764	23
Control	0.852	23
Control	0.804	23
Control	0.644	23
Control	0.848	23
Control	0.856	23
Case	0.578	23
Control	0.654	23
Case	0.74	23
Case	0.822	23
Control	0.68	23
Control	0.87	23
Control	0.866	23
Control	0.93	23
Case	0.684	23
Control	0.88	23
Control	0.698	23
Control	0.8	23
Case	0.712	23
Control	0.828	23
Control	0.894	23
Case	0.526	23
Case	0.696	23
Control	0.872	23
Control	0.796	23
Control	0.796	23
Case	0.8	23
Control	0.8	23
Case	0.736	23
Case	0.832	23
Control	0.814	23
Control	0.772	23
Control	0.758	23
Case	0.798	23
Control	0.808	23
Control	0.498	23
Control	0.852	23
Case	0.454	23
Control	0.586	23
Case	0.526	23
Control	0.684	23
Control	0.842	23
Control	0.748	23
Case	0.576	23
Case	0.808	23
Control	0.846	23
Control	0.894	23
Control	0.91	23
Control	0.666	23
Control	0.588	23
Case	0.778	23
Control	0.656	23
Case	0.458	23
Case	0.85	23
Control	0.784	23
Control	0.752	23
Control	0.864	23
Control	0.768	23
Control	0.796	23
Control	0.424	23
Control	0.828	23
Control	0.798	23
Case	0.666	23
Control	0.848	23
Control	0.736	23
Control	0.872	23
Control	0.798	23
Control	0.84	23
Case	0.844	23
Control	0.796	23
Control	0.828	23
Control	0.888	23
Control	0.806	23
Case	0.51	24
Control	0.852	24
Case	0.806	24
Control	0.784	24
Control	0.85	24
Case	0.882	24
Control	0.834	24
Case	0.73	24
Control	0.82	24
Control	0.872	24
Control	0.764	24
Control	0.654	24
Control	0.852	24
Control	0.768	24
Control	0.856	24
Control	0.4	24
Control	0.528	24
Case	0.558	24
Case	0.556	24
Case	0.62	24
Control	0.858	24
Control	0.502	24
Control	0.858	24
Control	0.662	24
Control	0.834	24
Control	0.504	24
Control	0.874	24
Control	0.838	24
Control	0.784	24
Control	0.842	24
Control	0.806	24
Case	0.844	24
Control	0.816	24
Control	0.68	24
Control	0.894	24
Control	0.846	24
Control	0.804	24
Control	0.824	24
Control	0.82	24
Control	0.568	24
Control	0.742	24
Case	0.76	24
Case	0.57	24
Control	0.908	24
Control	0.552	24
Control	0.73	24
Control	0.842	24
Control	0.686	24
Control	0.626	24
Control	0.866	24
Control	0.878	24
Case	0.564	24
Control	0.678	24
Control	0.72	24
Case	0.63	24
Control	0.758	24
Case	0.822	24
Control	0.756	24
Case	0.624	24
Control	0.534	24
Case	0.542	24
Control	0.854	24
Control	0.792	24
Case	0.898	24
Control	0.47	24
Case	0.82	24
Case	0.718	24
Control	0.794	24
Case	0.774	24
Control	0.798	24
Control	0.832	24
Control	0.746	24
Control	0.834	24
Case	0.65	24
Control	0.6	24
Control	0.786	24
Case	0.658	24
Control	0.782	24
Control	0.778	24
Case	0.7	24
Control	0.668	24
Control	0.786	24
Control	0.76	24
Control	0.91	24
Control	0.822	24
Case	0.518	24
Case	0.78	24
Control	0.702	24
Control	0.798	24
Case	0.708	24
Control	0.734	24
Control	0.37	24
Control	0.834	24
Control	0.75	24
Control	0.754	24
Control	0.678	24
Control	0.846	24
Control	0.726	24
Control	0.79	24
Case	0.486	24
Case	0.458	24
Case	0.51	24
Case	0.606	24
Control	0.858	24
Control	0.762	24
Control	0.832	24
Control	0.708	24
Case	0.696	24
Control	0.76	24
Control	0.538	24
Control	0.588	24
Control	0.696	24
Case	0.564	24
Case	0.702	24
Case	0.824	24
Control	0.762	24
Control	0.778	24
Control	0.808	24
Control	0.794	24
Control	0.78	24
Control	0.804	24
Case	0.652	24
Case	0.882	24
Control	0.882	24
Control	0.9	24
Control	0.834	24
Case	0.604	24
Case	0.794	24
Control	0.71	24
Control	0.836	24
Control	0.804	24
Case	0.724	24
Control	0.882	24
Control	0.834	24
Control	0.842	24
Control	0.826	24
Case	0.772	24
Control	0.772	24
Control	0.788	24
Control	0.876	24
Control	0.776	24
Case	0.836	24
Control	0.858	24
Control	0.91	24
Control	0.786	24
Control	0.76	24
Case	0.802	24
Control	0.788	24
Control	0.778	24
Case	0.838	25
Control	0.848	25
Control	0.632	25
Control	0.776	25
Control	0.848	25
Case	0.718	25
Control	0.792	25
Case	0.52	25
Control	0.672	25
Case	0.78	25
Control	0.868	25
Case	0.796	25
Control	0.778	25
Control	0.626	25
Case	0.508	25
Case	0.774	25
Control	0.724	25
Case	0.624	25
Control	0.734	25
Control	0.56	25
Control	0.812	25
Control	0.722	25
Control	0.874	25
Control	0.77	25
Case	0.706	25
Case	0.834	25
Control	0.866	25
Control	0.494	25
Control	0.652	25
Control	0.906	25
Control	0.826	25
Control	0.558	25
Control	0.646	25
Control	0.668	25
Control	0.794	25
Control	0.842	25
Control	0.904	25
Control	0.858	25
Case	0.712	25
Case	0.4	25
Case	0.712	25
Control	0.872	25
Case	0.884	25
Control	0.82	25
Control	0.566	25
Control	0.776	25
Control	0.888	25
Control	0.598	25
Control	0.668	25
Case	0.886	25
Control	0.502	25
Control	0.584	25
Case	0.628	25
Control	0.868	25
Control	0.836	25
Control	0.852	25
Control	0.634	25
Case	0.814	25
Control	0.864	25
Case	0.704	25
Case	0.502	25
Control	0.83	25
Control	0.746	25
Case	0.684	25
Case	0.87	25
Control	0.73	25
Case	0.674	25
Control	0.75	25
Control	0.522	25
Control	0.836	25
Control	0.738	25
Control	0.39	25
Control	0.762	25
Case	0.598	25
Control	0.756	25
Case	0.576	25
Control	0.862	25
Control	0.718	25
Case	0.738	25
Control	0.814	25
Case	0.578	25
Case	0.742	25
Control	0.482	25
Control	0.838	25
Control	0.862	25
Control	0.884	25
Control	0.618	25
Case	0.718	25
Control	0.694	25
Control	0.87	25
Control	0.886	25
Control	0.882	25
Case	0.674	25
Control	0.846	25
Case	0.552	25
Control	0.706	25
Case	0.466	25
Case	0.686	25
Control	0.428	25
Control	0.55	25
Control	0.838	25
Control	0.704	25
Control	0.78	25
Control	0.82	25
Control	0.804	25
Control	0.746	25
Control	0.842	25
Control	0.764	25
Control	0.838	25
Control	0.716	25
Control	0.816	25
Control	0.694	25
Control	0.898	25
Control	0.582	25
Control	0.582	25
Control	0.684	25
Control	0.836	25
Control	0.7	25
Control	0.65	25
Control	0.822	25
Control	0.696	25
Control	0.742	25
Control	0.814	25
Case	0.564	25
Control	0.822	25
Control	0.832	25
Case	0.624	25
Case	0.824	25
Case	0.58	25
Control	0.894	25
Control	0.56	25
Control	0.724	25
Control	0.844	25
Control	0.694	25
Control	0.822	25
Control	0.864	25
Control	0.69	25
Case	0.678	25
Case	0.49	25
Case	0.67	25
Control	0.846	25
Case	0.784	25
Control	0.812	25
Control	0.836	25
Control	0.81	25
Control	0.76	25
Control	0.814	25
Control	0.898	25
Case	0.662	25
Control	0.904	26
Control	0.846	26
Control	0.81	26
Case	0.808	26
Control	0.844	26
Control	0.65	26
Case	0.7	26
Control	0.682	26
Case	0.808	26
Control	0.728	26
Case	0.854	26
Control	0.796	26
Control	0.656	26
Case	0.774	26
Case	0.734	26
Control	0.796	26
Control	0.748	26
Case	0.636	26
Case	0.49	26
Control	0.422	26
Case	0.502	26
Control	0.794	26
Control	0.734	26
Case	0.606	26
Case	0.602	26
Control	0.78	26
Control	0.742	26
Control	0.808	26
Case	0.734	26
Control	0.796	26
Case	0.55	26
Case	0.62	26
Case	0.784	26
Control	0.804	26
Control	0.708	26
Control	0.8	26
Control	0.784	26
Control	0.744	26
Control	0.614	26
Control	0.756	26
Control	0.828	26
Control	0.768	26
Control	0.79	26
Control	0.804	26
Control	0.83	26
Control	0.506	26
Control	0.678	26
Control	0.884	26
Control	0.838	26
Control	0.728	26
Control	0.68	26
Control	0.824	26
Control	0.828	26
Control	0.746	26
Control	0.844	26
Control	0.552	26
Control	0.656	26
Control	0.878	26
Control	0.812	26
Case	0.75	26
Control	0.656	26
Case	0.682	26
Control	0.704	26
Control	0.832	26
Control	0.814	26
Control	0.766	26
Control	0.9	26
Control	0.778	26
Case	0.466	26
Control	0.774	26
Control	0.724	26
Case	0.606	26
Control	0.79	26
Case	0.512	26
Control	0.858	26
Control	0.862	26
Control	0.838	26
Case	0.734	26
Case	0.72	26
Control	0.65	26
Control	0.86	26
Case	0.56	26
Case	0.704	26
Control	0.518	26
Control	0.7	26
Control	0.876	26
Control	0.862	26
Control	0.852	26
Control	0.782	26
Control	0.864	26
Control	0.632	26
Control	0.858	26
Case	0.69	26
Case	0.448	26
Control	0.388	26
Control	0.454	26
Control	0.722	26
Control	0.754	26
Control	0.668	26
Control	0.836	26
Control	0.542	26
Case	0.78	26
Control	0.758	26
Case	0.678	26
Control	0.4	26
Control	0.686	26
Control	0.67	26
Case	0.578	26
Control	0.758	26
Control	0.86	26
Control	0.862	26
Control	0.788	26
Control	0.71	26
Control	0.872	26
Control	0.762	26
Case	0.478	26
Case	0.412	26
Case	0.456	26
Control	0.832	26
Control	0.78	26
Control	0.804	26
Case	0.52	26
Control	0.672	26
Case	0.768	26
Case	0.772	26
Control	0.868	26
Control	0.768	26
Control	0.802	26
Control	0.466	26
Control	0.856	26
Control	0.684	26
Case	0.536	26
Control	0.718	26
Control	0.798	26
Case	0.692	26
Control	0.84	26
Case	0.776	26
Control	0.908	26
Case	0.684	26
Control	0.85	26
Control	0.74	26
Control	0.862	26
Case	0.78	26
Control	0.836	26
Control	0.816	26
Control	0.824	26
Control	0.81	26
Control	0.758	26
Case	0.822	26
Case	0.792	27
Case	0.722	27
Case	0.728	27
Control	0.792	27
Case	0.516	27
Case	0.838	27
Control	0.866	27
Control	0.85	27
Case	0.77	27
Control	0.776	27
Control	0.79	27
Control	0.794	27
Control	0.444	27
Control	0.816	27
Control	0.826	27
Control	0.828	27
Control	0.72	27
Case	0.544	27
Control	0.738	27
Control	0.856	27
Control	0.686	27
Control	0.586	27
Control	0.94	27
Control	0.796	27
Control	0.76	27
Case	0.844	27
Control	0.85	27
Control	0.84	27
Control	0.702	27
Control	0.826	27
Case	0.47	27
Control	0.838	27
Control	0.85	27
Control	0.68	27
Control	0.824	27
Control	0.812	27
Case	0.872	27
Control	0.854	27
Control	0.596	27
Control	0.682	27
Control	0.798	27
Control	0.914	27
Case	0.82	27
Control	0.756	27
Control	0.794	27
Control	0.702	27
Control	0.882	27
Case	0.862	27
Control	0.876	27
Case	0.688	27
Control	0.836	27
Control	0.824	27
Control	0.696	27
Case	0.746	27
Control	0.716	27
Control	0.854	27
Case	0.522	27
Case	0.64	27
Control	0.832	27
Control	0.844	27
Control	0.812	27
Control	0.404	27
Control	0.754	27
Case	0.72	27
Control	0.776	27
Control	0.9	27
Control	0.858	27
Control	0.838	27
Control	0.88	27
Case	0.472	27
Case	0.598	27
Control	0.648	27
Control	0.508	27
Control	0.882	27
Control	0.82	27
Control	0.922	27
Control	0.864	27
Case	0.776	27
Control	0.83	27
Control	0.684	27
Control	0.794	27
Control	0.83	27
Case	0.5	27
Control	0.878	27
Case	0.57	27
Control	0.794	27
Control	0.846	27
Control	0.76	27
Control	0.874	27
Control	0.766	27
Case	0.584	27
Control	0.588	27
Control	0.534	27
Case	0.67	27
Control	0.786	27
Case	0.534	27
Control	0.416	27
Case	0.87	27
Control	0.826	27
Control	0.752	27
Control	0.682	27
Control	0.844	27
Control	0.724	27
Control	0.794	27
Control	0.844	27
Control	0.712	27
Case	0.498	27
Control	0.59	27
Control	0.874	27
Case	0.86	27
Control	0.554	27
Control	0.568	27
Control	0.7	27
Control	0.668	27
Control	0.892	27
Control	0.886	27
Control	0.658	27
Case	0.61	27
Case	0.564	27
Control	0.834	27
Control	0.782	27
Case	0.634	27
Case	0.428	27
Control	0.836	27
Case	0.746	27
Control	0.736	27
Control	0.796	27
Control	0.816	27
Control	0.822	27
Case	0.578	27
Control	0.798	27
Control	0.782	27
Control	0.838	27
Control	0.736	27
Control	0.572	27
Control	0.502	27
Case	0.58	27
Case	0.806	27
Case	0.7	27
Case	0.806	27
Control	0.876	27
Case	0.77	27
Control	0.794	27
Case	0.868	27
Control	0.784	27
Control	0.812	27
Case	0.822	27
Control	0.786	27
Control	0.564	27
Case	0.81	28
Case	0.774	28
Control	0.75	28
Control	0.876	28
Case	0.866	28
Control	0.854	28
Control	0.64	28
Case	0.74	28
Case	0.56	28
Control	0.69	28
Case	0.708	28
Control	0.838	28
Control	0.744	28
Case	0.782	28
Control	0.836	28
Control	0.706	28
Control	0.652	28
Control	0.858	28
Control	0.808	28
Control	0.752	28
Control	0.704	28
Control	0.794	28
Control	0.73	28
Case	0.592	28
Control	0.592	28
Control	0.814	28
Case	0.582	28
Control	0.592	28
Case	0.598	28
Control	0.888	28
Case	0.512	28
Control	0.828	28
Control	0.56	28
Control	0.85	28
Case	0.716	28
Control	0.934	28
Case	0.762	28
Control	0.892	28
Control	0.544	28
Control	0.774	28
Case	0.654	28
Control	0.782	28
Control	0.766	28
Control	0.778	28
Control	0.818	28
Control	0.88	28
Case	0.612	28
Control	0.782	28
Control	0.812	28
Control	0.594	28
Control	0.85	28
Control	0.582	28
Control	0.614	28
Control	0.724	28
Control	0.692	28
Case	0.706	28
Control	0.764	28
Control	0.812	28
Control	0.622	28
Case	0.808	28
Case	0.502	28
Case	0.668	28
Control	0.692	28
Case	0.85	28
Control	0.816	28
Control	0.842	28
Control	0.72	28
Control	0.792	28
Control	0.822	28
Control	0.906	28
Control	0.526	28
Control	0.82	28
Control	0.904	28
Control	0.734	28
Control	0.868	28
Control	0.856	28
Control	0.92	28
Case	0.658	28
Control	0.8	28
Case	0.586	28
Case	0.744	28
Case	0.802	28
Case	0.498	28
Control	0.744	28
Control	0.872	28
Control	0.856	28
Control	0.89	28
Control	0.51	28
Control	0.824	28
Case	0.754	28
Control	0.64	28
Case	0.726	28
Control	0.848	28
Case	0.642	28
Case	0.524	28
Control	0.83	28
Control	0.704	28
Case	0.518	28
Case	0.532	28
Control	0.6	28
Control	0.552	28
Control	0.506	28
Control	0.802	28
Control	0.83	28
Control	0.658	28
Control	0.712	28
Control	0.788	28
Control	0.836	28
Control	0.836	28
Control	0.632	28
Control	0.8	28
Case	0.798	28
Case	0.522	28
Control	0.536	28
Case	0.652	28
Control	0.536	28
Control	0.802	28
Control	0.828	28
Control	0.834	28
Control	0.634	28
Control	0.648	28
Control	0.8	28
Control	0.71	28
Case	0.562	28
Control	0.788	28
Control	0.818	28
Control	0.8	28
Case	0.766	28
Control	0.758	28
Control	0.608	28
Control	0.816	28
Control	0.736	28
Case	0.66	28
Control	0.874	28
Control	0.768	28
Control	0.718	28
Control	0.77	28
Control	0.776	28
Case	0.76	28
Control	0.83	28
Control	0.846	28
Control	0.726	28
Case	0.802	28
Case	0.832	28
Case	0.744	28
Control	0.782	28
Control	0.752	28
Control	0.81	28
Control	0.76	28
Control	0.858	29
Case	0.878	29
Control	0.708	29
Case	0.828	29
Control	0.586	29
Case	0.632	29
Case	0.532	29
Control	0.906	29
Control	0.732	29
Control	0.586	29
Control	0.654	29
Control	0.828	29
Case	0.712	29
Case	0.554	29
Case	0.552	29
Control	0.718	29
Case	0.724	29
Control	0.44	29
Control	0.796	29
Control	0.834	29
Control	0.874	29
Control	0.406	29
Control	0.812	29
Control	0.81	29
Control	0.808	29
Control	0.786	29
Control	0.778	29
Control	0.946	29
Control	0.876	29
Control	0.756	29
Control	0.876	29
Case	0.658	29
Case	0.796	29
Control	0.608	29
Case	0.566	29
Case	0.36	29
Control	0.756	29
Control	0.904	29
Control	0.776	29
Control	0.894	29
Control	0.694	29
Control	0.738	29
Control	0.844	29
Control	0.78	29
Control	0.69	29
Case	0.544	29
Case	0.35	29
Control	0.662	29
Control	0.702	29
Control	0.864	29
Control	0.674	29
Control	0.812	29
Control	0.652	29
Control	0.85	29
Case	0.826	29
Case	0.684	29
Control	0.564	29
Control	0.712	29
Case	0.616	29
Control	0.472	29
Control	0.806	29
Control	0.652	29
Control	0.55	29
Case	0.578	29
Case	0.864	29
Control	0.638	29
Control	0.884	29
Control	0.768	29
Control	0.706	29
Control	0.882	29
Control	0.784	29
Case	0.842	29
Control	0.846	29
Case	0.764	29
Control	0.564	29
Control	0.898	29
Control	0.738	29
Control	0.694	29
Control	0.852	29
Control	0.552	29
Control	0.354	29
Control	0.852	29
Case	0.488	29
Control	0.904	29
Case	0.664	29
Control	0.908	29
Case	0.638	29
Case	0.75	29
Control	0.622	29
Control	0.698	29
Case	0.672	29
Control	0.34	29
Control	0.856	29
Case	0.734	29
Control	0.81	29
Control	0.772	29
Case	0.924	29
Control	0.78	29
Control	0.658	29
Case	0.356	29
Case	0.832	29
Case	0.332	29
Control	0.734	29
Control	0.89	29
Control	0.364	29
Control	0.772	29
Control	0.788	29
Control	0.576	29
Case	0.628	29
Control	0.716	29
Case	0.93	29
Control	0.744	29
Control	0.88	29
Case	0.5	29
Control	0.74	29
Case	0.376	29
Control	0.682	29
Control	0.844	29
Case	0.496	29
Control	0.688	29
Control	0.744	29
Control	0.74	29
Control	0.836	29
Case	0.82	29
Control	0.684	29
Case	0.798	29
Control	0.888	29
Control	0.768	29
Control	0.382	29
Control	0.86	29
Control	0.818	29
Control	0.376	29
Control	0.516	29
Case	0.478	29
Control	0.67	29
Control	0.918	29
Control	0.814	29
Control	0.91	29
Control	0.758	29
Control	0.794	29
Control	0.754	29
Control	0.834	29
Case	0.73	29
Control	0.808	29
Control	0.848	29
Control	0.846	29
Case	0.714	29
Control	0.866	29
Control	0.802	29
Case	0.74	30
Case	0.694	30
Control	0.852	30
Control	0.632	30
Control	0.63	30
Control	0.678	30
Control	0.784	30
Control	0.824	30
Case	0.788	30
Control	0.826	30
Control	0.646	30
Case	0.744	30
Control	0.55	30
Control	0.416	30
Control	0.664	30
Case	0.634	30
Control	0.714	30
Case	0.632	30
Control	0.69	30
Case	0.538	30
Control	0.628	30
Control	0.798	30
Case	0.57	30
Control	0.912	30
Control	0.734	30
Control	0.738	30
Control	0.854	30
Control	0.724	30
Control	0.862	30
Control	0.72	30
Control	0.594	30
Control	0.856	30
Control	0.73	30
Control	0.686	30
Case	0.508	30
Control	0.752	30
Control	0.922	30
Control	0.784	30
Control	0.886	30
Control	0.842	30
Control	0.826	30
Case	0.544	30
Case	0.724	30
Control	0.644	30
Control	0.768	30
Control	0.504	30
Control	0.676	30
Control	0.802	30
Control	0.612	30
Control	0.51	30
Control	0.756	30
Control	0.886	30
Case	0.594	30
Control	0.692	30
Control	0.804	30
Case	0.644	30
Control	0.624	30
Case	0.652	30
Control	0.75	30
Control	0.718	30
Control	0.778	30
Control	0.886	30
Control	0.598	30
Control	0.818	30
Control	0.772	30
Control	0.818	30
Control	0.766	30
Case	0.604	30
Control	0.81	30
Control	0.816	30
Control	0.778	30
Control	0.746	30
Control	0.852	30
Control	0.686	30
Control	0.578	30
Control	0.844	30
Control	0.866	30
Case	0.42	30
Control	0.564	30
Case	0.67	30
Case	0.698	30
Control	0.73	30
Control	0.666	30
Case	0.706	30
Control	0.814	30
Control	0.764	30
Case	0.714	30
Case	0.548	30
Control	0.836	30
Case	0.502	30
Control	0.724	30
Case	0.66	30
Control	0.81	30
Case	0.476	30
Control	0.656	30
Control	0.84	30
Control	0.846	30
Control	0.73	30
Control	0.726	30
Control	0.73	30
Control	0.652	30
Case	0.844	30
Case	0.494	30
Control	0.714	30
Control	0.848	30
Case	0.662	30
Control	0.83	30
Control	0.73	30
Control	0.846	30
Case	0.41	30
Case	0.434	30
Control	0.616	30
Case	0.554	30
Case	0.796	30
Control	0.62	30
Control	0.872	30
Case	0.556	30
Case	0.694	30
Control	0.684	30
Control	0.634	30
Case	0.498	30
Control	0.822	30
Case	0.696	30
Control	0.67	30
Case	0.518	30
Control	0.902	30
Control	0.742	30
Control	0.69	30
Control	0.78	30
Case	0.76	30
Control	0.894	30
Control	0.696	30
Control	0.82	30
Control	0.786	30
Control	0.834	30
Control	0.804	30
Case	0.768	30
Case	0.904	30
Control	0.666	30
Control	0.736	30
Case	0.728	30
Control	0.81	30
Control	0.748	30
Control	0.752	30
Case	0.73	30
Control	0.814	30
Control	0.764	30
Control	0.844	30
Control	0.794	30
Case	0.826	31
Case	0.81	31
Control	0.562	31
Control	0.57	31
Control	0.812	31
Case	0.692	31
Control	0.722	31
Control	0.77	31
Case	0.88	31
Control	0.848	31
Control	0.882	31
Control	0.732	31
Control	0.854	31
Control	0.66	31
Control	0.818	31
Control	0.56	31
Control	0.824	31
Control	0.75	31
Control	0.752	31
Control	0.748	31
Control	0.832	31
Case	0.484	31
Control	0.488	31
Control	0.776	31
Case	0.484	31
Control	0.79	31
Control	0.7	31
Case	0.606	31
Control	0.754	31
Control	0.61	31
Control	0.742	31
Control	0.644	31
Case	0.45	31
Control	0.84	31
Case	0.468	31
Case	0.498	31
Control	0.566	31
Control	0.928	31
Control	0.86	31
Control	0.92	31
Control	0.796	31
Control	0.728	31
Control	0.648	31
Control	0.808	31
Control	0.64	31
Control	0.73	31
Case	0.68	31
Control	0.854	31
Control	0.872	31
Case	0.724	31
Control	0.744	31
Control	0.82	31
Control	0.786	31
Control	0.578	31
Control	0.642	31
Case	0.696	31
Control	0.784	31
Case	0.864	31
Control	0.768	31
Control	0.758	31
Case	0.598	31
Case	0.488	31
Control	0.816	31
Control	0.788	31
Control	0.772	31
Control	0.676	31
Control	0.826	31
Control	0.764	31
Control	0.81	31
Control	0.764	31
Control	0.756	31
Case	0.624	31
Control	0.558	31
Case	0.724	31
Control	0.834	31
Control	0.878	31
Control	0.664	31
Control	0.806	31
Control	0.6	31
Control	0.824	31
Control	0.542	31
Control	0.724	31
Control	0.856	31
Control	0.3	31
Case	0.724	31
Case	0.492	31
Control	0.742	31
Control	0.744	31
Case	0.406	31
Control	0.83	31
Control	0.868	31
Case	0.506	31
Control	0.858	31
Case	0.782	31
Control	0.856	31
Control	0.378	31
Control	0.756	31
Control	0.804	31
Control	0.848	31
Control	0.668	31
Control	0.752	31
Case	0.662	31
Control	0.75	31
Control	0.936	31
Case	0.434	31
Control	0.722	31
Case	0.69	31
Case	0.76	31
Case	0.806	31
Control	0.77	31
Case	0.768	31
Control	0.792	31
Case	0.616	31
Control	0.734	31
Control	0.702	31
Control	0.292	31
Control	0.734	31
Control	0.888	31
Control	0.828	31
Control	0.828	31
Control	0.768	31
Control	0.382	31
Case	0.388	31
Control	0.862	31
Control	0.852	31
Control	0.904	31
Control	0.674	31
Case	0.572	31
Case	0.406	31
Control	0.634	31
Case	0.468	31
Control	0.6	31
Control	0.706	31
Control	0.762	31
Control	0.762	31
Case	0.772	31
Control	0.672	31
